id,parsed_jt,certification,llm_evaluation,llm_explanation,certification_names,jt-certification match,cluster,cluster_label,seniority
24052,Non Certified Nursing Assistant,CPR certification,MATCH,"CPR is a fundamental skill for healthcare roles, including non-certified nursing assistants, for patient safety.",CPR certification,,5,Certified Nursing Assistants,Non-managerial
24053,Non Certified Nursing Assistant Resident Care Assistant,CPR certification,MATCH,"CPR is often required for roles involving direct patient or resident care, including assistant positions.",CPR certification,,5,Certified Nursing Assistants,Non-managerial
24058,Non Emergency Medical Transport Driver,CPR certification,MATCH,"CPR is often required or highly beneficial for drivers transporting individuals with medical needs, even non-emergency.",CPR certification,,5,Certified Nursing Assistants,Non-managerial
24060,Non Emergency Medical Transportation Driver,CPR certification,MATCH,"CPR is often required for drivers transporting individuals with medical needs, even in non-emergency settings.",CPR certification,,5,Certified Nursing Assistants,Non-managerial
24068,Non Licensed Building Engineer,Certificate in building maintenance technology,MATCH,The certificate aligns well with the maintenance responsibilities of a non-licensed building engineer.,Certificate in building maintenance technology,,0,Skilled Trades & Technicians,Non-managerial
24085,Nuclear Medicine Clinical Lead,CPR certification,MATCH,"CPR is often required for clinical healthcare roles involving patient contact, including leadership positions.",CPR certification,MATCH,1,Healthcare Professionals,Managerial
24091,Nuclear Medicine Technician,CPR certification,MATCH,Nuclear Medicine Technicians are healthcare providers; CPR is a common and often required certification for patient-facing roles.,CPR certification,POSSIBLE MATCH,3,Allied Health & Biomedical,Non-managerial
24094,Nuclear Medicine Technologist,Licensure as required by Authority Having Jurisdiction (AHJ),MATCH,Nuclear Medicine Technologists typically require licensure by the relevant authority to practice.,Licensure as required by Authority Having Jurisdiction (AHJ),NO MATCH,3,Allied Health & Biomedical,Non-managerial
24095,Nuclear Medicine Technologist,CPR certification,MATCH,"CPR is often required for healthcare professionals with direct patient contact, including technologists.",CPR certification,POSSIBLE MATCH,3,Allied Health & Biomedical,Non-managerial
24095,Nuclear Medicine Technologist,Licensure as required by Authority Having Jurisdiction (AHJ),MATCH,Nuclear Medicine Technologists typically require licensure by the relevant Authority Having Jurisdiction to practice.,Licensure as required by Authority Having Jurisdiction (AHJ),POSSIBLE MATCH,3,Allied Health & Biomedical,Non-managerial
24096,Nuclear Medicine Technologist,CPR certification,MATCH,"CPR is often required for healthcare professionals with direct patient contact, including technologists.",CPR certification,,3,Allied Health & Biomedical,Non-managerial
24097,Nuclear Medicine Technologist,CPR certification,MATCH,"CPR is often required for healthcare professionals with direct patient contact, including Nuclear Medicine Technologists.",CPR certification,,3,Allied Health & Biomedical,Non-managerial
24097,Nuclear Medicine Technologist,Licensure as required by Authority Having Jurisdiction (AHJ),MATCH,Nuclear Medicine Technologists typically require licensure by the relevant authority to practice.,Licensure as required by Authority Having Jurisdiction (AHJ),,3,Allied Health & Biomedical,Non-managerial
24108,Nurse,CPR certification,MATCH,CPR certification is a common and often required qualification for nurses to handle emergencies.,CPR certification,,9,Nursing & Healthcare,Non-managerial
24110,Nurse,CPR certification,MATCH,CPR certification is a standard and often required qualification for nurses to handle medical emergencies.,CPR certification,,9,Nursing & Healthcare,Non-managerial
24112,Nurse,CPR certification,MATCH,CPR certification is a standard and often required qualification for nurses to handle medical emergencies.,CPR certification,,9,Nursing & Healthcare,Non-managerial
24112,Nurse,AED certification,MATCH,AED certification is highly relevant and often required for nurses to respond to cardiac emergencies.,AED certification,,9,Nursing & Healthcare,Non-managerial
24114,Nurse,CPR certification,MATCH,CPR certification is a standard and often required certification for nurses to handle emergencies.,CPR certification,,9,Nursing & Healthcare,Non-managerial
24115,Nurse,CPR certification,MATCH,CPR certification is a common and often required qualification for nurses to handle emergencies.,CPR certification,,9,Nursing & Healthcare,Non-managerial
24116,Nurse,CPR certification,MATCH,CPR certification is a standard and often required certification for nurses to handle emergencies.,CPR certification,,9,Nursing & Healthcare,Non-managerial
24117,Nurse,CPR certification,MATCH,CPR certification is a common and often required qualification for nurses to handle emergencies.,CPR certification,,9,Nursing & Healthcare,Non-managerial
24118,Nurse,CPR certification,MATCH,CPR certification is a common and often required qualification for nurses to handle emergencies.,CPR certification,,9,Nursing & Healthcare,Non-managerial
24118,Nurse,AED certification,MATCH,AED certification is relevant for nurses who may need to respond to cardiac emergencies.,AED certification,,9,Nursing & Healthcare,Non-managerial
24120,Nurse Addiction Treatment Services,CPR certification,MATCH,CPR is a standard and often required certification for nurses in direct patient care roles.,CPR certification,,9,Nursing & Healthcare,Non-managerial
24126,Nurse Aide Certified Nurse Aide,CPR certification,MATCH,CPR certification is commonly required for Nurse Aides and Certified Nurse Aides for patient safety.,CPR certification,,5,Certified Nursing Assistants,Non-managerial
24127,Nurse Aide Certified Nurse Aide Geriatric Psychiatry,CPR certification,MATCH,CPR certification is commonly required for Nurse Aides and healthcare professionals in direct patient care.,CPR certification,,5,Certified Nursing Assistants,Non-managerial
24129,Nurse Aide in Training Non - Certified,CPR certification,MATCH,"CPR is a fundamental and often required certification for healthcare roles, including aides in training.",CPR certification,,5,Certified Nursing Assistants,Non-managerial
24130,Nurse Aide in Training Non - Certified,CPR certification,MATCH,"CPR is a fundamental and often required certification for healthcare roles, including aides in training.",CPR certification,,5,Certified Nursing Assistants,Non-managerial
24131,Nurse Aide in Training Non - Certified,CPR certification,MATCH,"CPR is a fundamental skill often required for healthcare roles, including trainees.",CPR certification,,5,Certified Nursing Assistants,Non-managerial
24135,Nurse Assistant,CPR certification,MATCH,CPR certification is commonly required for Nurse Assistants providing direct patient care.,CPR certification,,5,Certified Nursing Assistants,Non-managerial
24145,Nurse Brain and Spine Injury Neurosciences,CPR certification,MATCH,"CPR is a fundamental and often required certification for all nursing roles, including specialized ones.",CPR certification,,9,Nursing & Healthcare,Non-managerial
24152,Nurse Case Manager,CPR certification,MATCH,"CPR certification is commonly required for nursing roles, including Nurse Case Managers, for patient safety.",CPR certification,,9,Nursing & Healthcare,Managerial
24156,Nurse Clinician Diabetes,CPR certification,MATCH,"CPR is a fundamental certification for nurses, including those specializing in diabetes care.",CPR certification,,1,Healthcare Professionals,Non-managerial
24159,Nurse Complex Neurosciences,CPR certification,MATCH,"CPR is a fundamental and often required certification for nurses in all specialties, including complex neurosciences.",CPR certification,,9,Nursing & Healthcare,Non-managerial
24161,Nurse Coordinator,CPR certification,MATCH,"CPR certification is commonly required for nursing roles, including Nurse Coordinators, for patient safety.",CPR certification,,9,Nursing & Healthcare,Managerial
24167,Nurse Coordinator Dermatology,CPR certification,MATCH,"CPR is a standard and often required certification for nursing roles, including coordinators in specialized fields.",CPR certification,,9,Nursing & Healthcare,Managerial
